ID,Tipo,Mag,Prob,RA,DEC
80219,Ruido,17.05,36,09:37:41,-66:33:15
80220,Variable_Star,14.06,66,12:16:42,+00:21:54
80221,Quasar,14.56,93,17:05:04,-04:57:50
80222,GRB,13.68,23,18:57:44,-66:21:22
80223,Quasar,16.96,93,02:56:07,+45:27:24
80224,Variable_Star,21.62,77,08:52:01,-39:34:06
80225,Supernova,12.62,6,04:12:14,-11:59:11
80226,GRB,13.20,55,13:57:02,-04:02:59
80227,Ruido,19.94,44,00:15:24,+51:36:16
80228,Quasar,20.97,87,22:15:55,+88:27:08
80229,Supernova,21.02,11,10:04:14,+84:38:11
80230,GRB,13.13,23,00:43:01,-10:44:16
80231,Quasar,17.33,90,03:20:47,-90:16:02
80232,Quasar,14.60,51,01:29:24,-57:54:29
80233,Variable_Star,20.78,12,14:53:14,+63:53:57
80234,Quasar,15.50,71,03:12:14,-81:20:35
80235,Quasar,15.51,86,21:17:07,-19:21:36
80236,Quasar,17.36,51,07:57:23,-12:34:17
80237,Ruido,16.29,18,15:18:32,-27:28:44
80238,Variable_Star,17.25,8,04:22:26,-82:15:43
80239,GRB,18.57,7,18:28:36,-40:46:34
80240,Ruido,14.06,14,22:52:34,-65:31:53
80241,Ruido,20.77,36,10:28:52,+01:39:14
80242,Quasar,19.05,51,16:52:09,+43:38:37
80243,Supernova,21.20,40,22:35:36,-78:32:29
80244,Ruido,18.93,1,12:22:53,+68:47:21
80245,Ruido,15.00,2,00:14:43,+03:55:35
80246,Ruido,18.63,24,07:00:09,+39:56:45
80247,Supernova,12.07,30,19:38:59,+61:10:21
80248,Ruido,12.59,15,02:49:27,-68:50:42
80249,Quasar,15.59,62,10:02:17,+35:21:18
80250,Quasar,12.81,24,14:24:14,+72:14:53
80251,Quasar,12.77,7,06:48:07,-16:54:57
80252,Quasar,12.36,79,13:53:08,-56:20:11
80253,Variable_Star,12.44,55,18:53:38,-88:29:02
80254,Supernova,16.02,28,03:17:21,-50:33:10
80255,Supernova,21.70,7,07:50:06,-73:24:00
80256,Supernova,18.03,36,10:04:24,+88:51:17
80257,Ruido,20.74,80,16:08:12,+81:17:29
80258,Supernova,17.20,5,11:52:01,+10:10:51
80259,Ruido,14.81,27,16:31:52,-84:58:57
80260,Variable_Star,21.60,82,17:35:41,+06:15:49
80261,Ruido,14.10,12,05:31:38,-39:00:30
80262,Supernova,17.59,70,04:13:58,-10:54:30
80263,Supernova,21.48,47,06:23:26,-72:07:01
80264,Ruido,18.55,28,14:23:29,+42:37:00
80265,Supernova,21.10,1,21:13:34,+15:23:48
80266,Variable_Star,20.47,71,01:10:39,+08:27:02
80267,Quasar,17.60,16,00:21:49,-39:58:12
80268,Ruido,19.03,84,18:04:44,+52:58:58
80269,Supernova,17.54,36,03:07:12,+67:11:23
80270,Variable_Star,19.44,85,13:43:24,+44:44:45
80271,Variable_Star,12.17,72,18:47:25,+21:34:30
80272,Supernova,15.61,47,07:43:01,+34:53:08
80273,Quasar,19.60,34,06:17:05,-66:52:48
80274,Variable_Star,18.23,55,07:11:33,-87:58:21
80275,Variable_Star,17.91,92,22:57:16,-16:16:00
80276,Variable_Star,21.75,89,13:52:38,+75:10:56
80277,GRB,15.06,82,19:50:26,-25:08:38
80278,Quasar,13.62,61,06:36:11,-55:32:09
80279,Variable_Star,21.63,43,11:23:24,-24:58:17
80280,GRB,21.03,46,23:54:45,+50:43:36
80281,Supernova,12.86,76,20:00:54,-07:17:31
80282,Ruido,16.81,7,19:57:01,-46:26:25
80283,Ruido,20.08,41,22:49:19,-19:47:13
80284,GRB,17.63,95,18:47:02,+04:38:02
80285,Variable_Star,13.01,33,23:45:48,-84:34:46
80286,GRB,20.20,21,12:28:01,+74:24:50
80287,Supernova,20.10,63,10:58:11,-17:44:58
80288,Variable_Star,14.71,61,11:42:42,+56:40:28
80289,Ruido,19.14,4,09:46:52,+19:17:20
80290,Ruido,14.00,76,11:26:33,-73:53:32
80291,Supernova,14.99,28,06:44:32,+67:13:15
80292,Variable_Star,12.42,95,01:40:39,-70:04:26
80293,Quasar,18.78,73,07:18:55,-76:46:21
80294,Ruido,20.73,25,04:09:32,-09:25:17
80295,GRB,15.03,51,06:53:33,-53:57:13
80296,Quasar,12.72,29,07:03:58,-85:22:16
80297,Quasar,16.58,5,07:06:55,+10:16:05
80298,GRB,19.31,52,09:44:49,+73:00:42
80299,Variable_Star,14.09,67,16:04:44,+88:22:47
80300,Quasar,16.08,17,05:21:38,-37:40:44
80301,Supernova,14.31,1,07:20:44,+60:44:28
80302,Ruido,18.43,48,08:06:41,-83:48:45
80303,Ruido,19.92,14,14:45:32,+47:00:54
80304,Supernova,14.99,58,03:31:48,-64:50:09
80305,Quasar,18.78,89,08:20:31,+62:42:38
80306,Variable_Star,19.47,44,07:31:13,-11:06:59
80307,Quasar,20.79,99,21:16:17,-04:24:48
80308,Supernova,17.60,66,10:27:19,-32:49:40
80309,Quasar,18.73,37,11:12:07,+77:30:39
80310,GRB,21.48,77,03:56:38,-66:50:55
80311,Variable_Star,15.14,33,05:36:53,+70:02:20
80312,Supernova,15.77,17,21:13:50,-43:43:03
80313,Supernova,18.55,56,00:49:30,+54:58:26
80314,Variable_Star,13.07,28,08:31:35,+36:46:12
80315,Variable_Star,18.62,25,22:53:37,-70:46:51
80316,Quasar,12.41,59,00:25:14,+13:27:03
80317,GRB,14.55,2,12:42:07,+55:04:39
80318,Variable_Star,19.75,43,14:22:05,+63:19:58
80319,Variable_Star,16.35,76,08:23:48,+76:24:13
80320,GRB,21.80,68,05:03:56,-45:35:38
80321,Supernova,16.02,71,01:48:29,-03:24:51
80322,Variable_Star,14.64,17,13:44:36,-32:05:00
80323,GRB,12.17,41,08:11:23,-85:24:27
80324,Quasar,18.58,5,14:02:27,-34:05:15
80325,Ruido,17.76,67,15:09:55,+59:43:40
80326,Variable_Star,12.47,77,10:10:46,+65:31:57
80327,Supernova,17.57,37,17:31:01,+48:07:04
80328,Supernova,16.43,16,11:14:44,-65:53:53
80329,GRB,19.28,62,17:10:39,+02:37:50
80330,Supernova,16.92,36,06:45:55,+25:28:26
80331,Ruido,14.39,58,17:27:01,+73:56:15
80332,Ruido,12.80,15,13:09:52,-61:54:03
80333,Quasar,16.19,68,16:43:10,-84:58:55
80334,Quasar,18.22,40,09:17:38,+86:02:05
80335,Quasar,21.47,3,06:35:06,-16:08:15
80336,Supernova,15.11,17,08:08:35,-84:48:18
80337,Supernova,20.50,29,03:48:54,+05:12:12
80338,GRB,13.91,24,06:11:11,-37:26:47
80339,Variable_Star,20.62,94,16:09:14,+61:30:23
80340,Variable_Star,17.45,20,17:45:03,-87:53:51
80341,Quasar,16.24,6,03:35:15,-22:51:26
80342,Variable_Star,13.50,90,08:33:45,-39:13:55
80343,Variable_Star,12.69,43,21:29:58,-69:13:43
80344,GRB,14.53,62,00:11:02,-74:19:37
80345,Supernova,19.02,49,19:16:38,+36:37:11
80346,Variable_Star,21.14,42,09:26:29,+54:21:59
80347,Ruido,16.78,22,12:38:28,-69:40:39
80348,GRB,19.65,98,19:07:40,-40:55:57
80349,Quasar,18.23,58,02:05:29,+06:27:56
80350,GRB,14.68,29,00:02:46,-48:32:25
80351,Ruido,18.68,9,08:49:51,-28:37:58
80352,GRB,21.01,90,23:49:31,+10:55:36
80353,GRB,16.68,6,23:29:20,-39:30:22
80354,GRB,19.52,93,11:27:35,+12:49:25
80355,Variable_Star,13.72,4,09:12:56,-37:10:45
80356,Quasar,19.41,70,10:47:09,-03:46:39
80357,Quasar,12.67,17,04:07:55,-67:36:23
80358,Ruido,13.79,21,03:36:23,-55:00:35
80359,GRB,15.08,77,21:07:30,+18:32:18
80360,Ruido,12.38,8,10:51:09,+18:03:16
80361,Variable_Star,13.96,89,22:55:03,-67:04:40
80362,Variable_Star,14.71,68,02:24:59,+66:19:06
80363,Supernova,21.18,66,16:40:42,+47:06:33
80364,Quasar,19.11,63,04:14:49,-77:09:44
80365,GRB,14.90,82,19:48:05,-02:54:30
80366,Variable_Star,19.83,82,14:09:44,-45:50:25
80367,Quasar,18.09,53,12:31:14,-65:42:28
80368,Quasar,19.91,64,17:55:55,+05:44:44
80369,Ruido,14.31,65,02:42:25,+79:17:35
80370,Ruido,17.52,44,02:30:02,+23:01:34
80371,Quasar,13.65,28,08:07:04,+88:50:00
80372,Quasar,15.68,75,15:59:58,-35:06:41
80373,Ruido,12.56,99,07:44:32,+48:50:02
80374,Quasar,16.67,6,09:20:13,+30:41:21
80375,Ruido,18.79,20,18:35:34,+01:15:33
80376,Variable_Star,17.62,67,04:17:43,-62:37:27
80377,Ruido,15.98,30,17:12:45,+54:36:06
80378,GRB,14.72,79,09:01:28,+17:46:04
80379,GRB,14.83,32,17:46:53,-20:56:11
80380,GRB,12.99,82,13:47:12,+68:31:25
80381,Ruido,15.38,3,17:22:18,+07:46:19
80382,GRB,15.68,10,01:32:22,-17:15:09
80383,Supernova,18.49,9,11:45:11,-36:20:59
80384,Variable_Star,14.24,52,22:52:51,+86:37:13
80385,Supernova,13.58,0,14:10:22,+36:15:54
80386,GRB,18.58,16,05:57:48,-32:26:34
80387,Variable_Star,19.43,92,12:15:08,-87:12:00
80388,Quasar,13.90,63,02:28:47,-71:04:57
80389,Variable_Star,19.78,20,09:51:51,+06:05:49
80390,Supernova,16.23,26,22:56:00,+61:26:15
80391,Quasar,16.61,48,23:20:40,+23:26:08
80392,Variable_Star,17.46,21,08:01:59,+14:23:51
80393,Variable_Star,21.37,96,06:16:22,+05:12:18
80394,Variable_Star,12.46,76,19:01:13,-41:01:33
80395,Quasar,18.63,100,01:04:32,-38:27:33
80396,Supernova,12.38,96,03:29:53,-74:45:10
80397,Variable_Star,14.80,38,18:48:25,+06:36:27
80398,Ruido,20.83,50,07:49:09,-36:54:14
80399,Quasar,13.95,70,09:28:44,-25:37:13
80400,Supernova,19.11,97,10:10:14,+57:57:03
80401,Supernova,16.95,67,17:14:33,-52:33:22
80402,Supernova,20.56,28,14:41:28,-35:05:57
80403,GRB,16.59,57,06:43:16,-49:09:27
80404,Variable_Star,21.78,42,12:13:54,-53:56:09
80405,Ruido,13.56,72,03:31:34,-16:08:16
80406,Quasar,16.44,36,20:29:49,-17:44:32
80407,Ruido,21.72,70,03:26:40,+12:59:54
80408,Variable_Star,13.95,85,15:57:00,-26:05:31
80409,Quasar,17.01,67,04:23:06,+11:13:35
80410,Supernova,18.34,34,22:19:18,+22:28:45
80411,Supernova,12.49,76,04:31:56,-80:10:54
80412,GRB,17.31,100,14:27:29,-42:39:52
80413,Supernova,14.21,10,23:36:44,-32:32:03
80414,Ruido,13.64,54,09:28:35,-62:40:07
80415,GRB,19.33,29,00:47:49,-90:23:17
80416,Variable_Star,18.63,95,08:02:09,-05:01:46
80417,Supernova,15.56,31,06:59:28,+57:24:56
80418,Variable_Star,17.62,62,12:40:20,+57:40:08
80419,Ruido,18.81,54,22:10:12,+67:32:14
80420,GRB,12.26,28,19:14:38,-68:30:37
80421,Variable_Star,15.31,3,12:44:35,-63:15:15
80422,Variable_Star,12.88,95,15:44:37,-57:39:48
80423,Supernova,17.40,35,15:34:22,+74:23:37
80424,Variable_Star,17.15,13,04:06:27,-52:38:12
80425,Quasar,20.03,47,01:18:33,-86:57:17
80426,Ruido,13.37,96,10:31:29,+54:09:04
80427,GRB,12.81,47,19:37:58,+77:48:05
80428,Supernova,12.25,75,14:50:32,-80:54:51
80429,Ruido,21.37,80,21:35:56,+64:02:27
80430,Supernova,20.40,63,10:01:42,+71:49:20
80431,Quasar,19.47,15,23:08:10,+39:43:00
80432,Supernova,19.89,93,02:24:51,+74:18:26
80433,Quasar,13.71,49,07:31:19,+81:57:20
80434,Ruido,20.56,16,00:44:54,-63:42:03
80435,Supernova,16.30,78,08:41:34,-42:48:58
80436,GRB,19.25,28,14:34:27,-78:54:58
80437,Supernova,20.53,94,17:30:47,+73:31:31
80438,Quasar,18.72,24,20:00:40,+27:20:21
80439,Supernova,18.18,17,04:45:54,-04:20:28
80440,Quasar,16.08,38,22:48:14,+64:32:45
80441,Ruido,16.57,27,04:16:56,-14:08:56
80442,GRB,20.01,29,11:01:54,+25:13:39
80443,Variable_Star,18.98,100,00:37:24,-18:33:12
80444,Ruido,16.07,76,09:03:12,+28:14:29
80445,Ruido,18.69,64,13:46:26,+59:14:28
80446,Ruido,20.75,69,09:24:22,-18:26:00
80447,Quasar,20.44,57,00:29:58,+49:52:01
80448,Quasar,17.39,27,11:08:56,-67:40:42
80449,Variable_Star,17.15,95,00:15:49,+40:39:14
80450,GRB,12.58,68,02:51:31,+33:52:00
80451,Ruido,18.59,89,16:38:25,+84:08:33
80452,Quasar,14.63,24,14:50:45,+11:52:00
80453,Supernova,18.00,67,14:42:43,-37:49:35
80454,Quasar,17.16,48,19:10:08,+36:52:47
80455,GRB,20.36,92,16:44:10,+76:21:01
80456,Ruido,21.32,90,16:18:29,-25:56:12
80457,GRB,14.31,2,16:02:32,-61:51:43
80458,Supernova,17.64,59,02:41:25,-90:22:10
80459,GRB,14.95,54,04:58:28,-73:40:47
80460,Variable_Star,12.39,73,18:07:57,+57:49:59
80461,Supernova,21.85,87,02:17:25,+31:22:06
80462,GRB,15.70,48,06:33:46,+57:45:45
80463,Supernova,20.52,43,01:26:28,+54:13:36
80464,Ruido,12.48,42,18:24:24,+21:29:41
80465,GRB,13.73,5,03:16:25,+25:33:58
80466,Variable_Star,15.75,74,04:39:35,+18:44:01
80467,GRB,17.49,26,16:18:18,-74:04:43
80468,Variable_Star,18.90,21,04:44:23,-47:53:40
80469,Ruido,17.41,22,15:57:35,-21:08:15
80470,Quasar,19.37,0,00:48:33,-42:28:52
80471,Variable_Star,17.69,94,07:03:37,+02:14:21
80472,Quasar,16.91,26,13:09:48,+53:48:45
80473,Supernova,13.95,90,15:10:37,+30:10:26
80474,Supernova,16.53,92,02:01:29,-85:19:33
80475,Ruido,20.45,80,00:44:17,-41:19:27
80476,GRB,13.15,25,20:30:27,+42:10:37
80477,Supernova,20.38,81,19:03:15,+41:09:17
80478,Supernova,13.90,62,18:50:28,+12:51:12
80479,Quasar,13.37,54,07:12:39,+12:03:09
80480,GRB,19.92,33,15:09:10,-09:58:14
80481,Ruido,19.00,39,00:54:35,+22:40:25
80482,GRB,14.49,29,07:06:25,+62:25:38
80483,Variable_Star,21.86,70,15:00:29,+87:38:38
80484,GRB,13.00,62,09:48:19,+50:48:14
80485,Supernova,16.40,92,19:32:09,-76:50:16
80486,Variable_Star,18.90,70,03:11:40,+61:50:41
80487,Supernova,20.31,33,23:59:26,+17:22:14
80488,Quasar,13.53,5,03:31:29,-78:18:02
80489,Supernova,15.91,88,12:53:34,-54:02:45
80490,Quasar,20.84,60,13:12:25,+71:11:24
80491,Supernova,19.87,79,13:42:56,+24:51:27
80492,GRB,21.22,77,04:09:09,-82:39:03
80493,Ruido,20.62,9,08:44:58,+84:18:11
80494,Supernova,14.03,38,19:32:10,+17:06:52
80495,Variable_Star,19.45,73,23:52:38,+47:02:48
80496,Quasar,12.96,46,23:42:19,-78:04:04
80497,GRB,12.49,37,05:26:34,+23:15:06
80498,Ruido,20.61,22,16:23:57,-19:23:50
80499,GRB,13.56,90,20:04:59,-35:03:42
80500,Ruido,13.22,78,16:10:49,-77:25:16
80501,Ruido,12.48,54,18:50:24,+87:30:48
80502,Quasar,21.09,19,19:57:21,+34:47:25
80503,Ruido,13.08,48,09:44:35,-60:26:46
80504,Quasar,17.25,19,06:10:14,+56:56:05
80505,Supernova,21.28,60,00:52:30,-52:40:27
80506,Variable_Star,15.72,25,23:03:21,-07:26:06
80507,GRB,18.13,56,19:36:04,-86:53:15
80508,Supernova,19.04,20,08:55:07,+80:56:00
80509,Variable_Star,13.49,69,21:42:03,-61:41:07
80510,Variable_Star,13.61,56,15:13:10,-55:03:47
80511,Supernova,12.80,67,12:20:22,+43:41:17
80512,Quasar,18.38,23,21:05:23,+12:00:05
80513,Ruido,13.67,79,17:41:57,-35:20:10
80514,Variable_Star,17.34,23,06:48:18,+79:21:39
80515,Supernova,12.91,34,14:57:59,+63:50:04
80516,Supernova,16.19,7,07:03:14,-69:48:56
80517,GRB,13.12,28,05:35:48,-05:51:37
80518,Ruido,20.08,98,10:07:03,+50:44:01
80519,Ruido,17.93,88,20:49:17,+74:09:20
80520,GRB,14.74,14,02:20:15,-23:35:51
80521,GRB,12.69,72,19:51:31,+51:17:39
80522,Quasar,12.74,40,21:50:59,+46:40:49
80523,GRB,17.98,98,09:45:14,+08:51:35
80524,Quasar,14.26,18,15:24:15,-22:13:06
80525,Quasar,12.07,40,13:51:28,+83:44:18
80526,Quasar,16.96,100,18:32:35,+43:56:20
80527,Quasar,16.92,20,13:17:25,+47:57:50
80528,GRB,15.37,6,03:14:04,+04:48:55
80529,Quasar,19.72,67,07:43:09,-35:29:42
80530,Quasar,14.39,66,05:13:08,-10:48:26
80531,Quasar,17.72,40,17:35:44,+48:42:58
80532,Quasar,14.40,80,18:14:33,-13:32:17
80533,Variable_Star,20.52,79,07:45:01,+81:59:15
80534,GRB,16.46,5,13:19:37,+79:01:13
80535,Ruido,20.04,94,15:38:10,-09:24:24
80536,GRB,20.40,96,07:25:48,-74:43:33
80537,GRB,18.81,56,08:46:00,-14:19:19
80538,GRB,14.65,36,06:56:09,-52:36:48
80539,Supernova,12.60,22,19:04:03,+47:23:29
80540,Variable_Star,16.77,22,03:35:54,+36:57:40
80541,Ruido,15.85,0,00:26:16,-18:43:12
80542,Variable_Star,21.32,82,08:19:52,+16:07:57
80543,Ruido,20.97,34,03:28:49,-25:37:24
80544,Supernova,15.21,37,22:01:45,+80:04:11
80545,Supernova,16.74,92,10:02:50,-45:24:10
80546,GRB,12.08,30,02:39:11,-13:48:40
80547,Supernova,13.67,29,15:25:36,-85:22:38
80548,Ruido,15.23,72,23:32:11,+72:58:13
80549,Ruido,14.20,65,21:20:39,-52:26:18
80550,Variable_Star,20.67,11,02:06:17,-23:46:42
80551,Quasar,20.11,9,15:36:24,-28:35:57
80552,Variable_Star,16.87,93,18:13:08,-17:08:29
80553,GRB,15.66,93,08:46:47,-02:51:54
80554,Ruido,14.39,69,11:13:30,+14:51:06
80555,Quasar,13.98,69,22:43:10,+66:29:24
80556,GRB,21.03,56,12:57:55,-13:20:42
80557,Supernova,20.23,57,03:35:48,+59:05:01
80558,Supernova,18.69,89,10:39:05,-68:36:48
80559,Supernova,16.76,31,17:29:12,-42:59:10
80560,GRB,16.19,51,21:38:20,-07:47:55
80561,Supernova,18.21,2,07:57:41,-57:23:21
80562,Supernova,17.18,96,02:49:26,-19:31:55
80563,Ruido,20.01,91,18:59:19,-36:53:58
80564,Ruido,15.57,76,13:37:22,+15:55:20
80565,Supernova,13.19,73,15:23:14,+15:28:04
80566,GRB,20.77,60,22:29:23,+62:16:23
80567,GRB,17.85,29,03:13:38,+73:47:16
80568,Supernova,15.75,20,15:39:19,-26:16:42
80569,Ruido,20.62,19,16:52:04,-42:49:33
80570,Ruido,18.67,85,01:50:25,-27:59:38
80571,Quasar,20.91,44,06:10:48,-05:48:27
80572,Ruido,13.66,74,12:46:36,+36:26:29
80573,Ruido,19.15,30,08:23:58,-58:26:48
80574,Ruido,20.01,80,06:47:41,+35:04:52
80575,Variable_Star,17.42,68,23:20:50,+38:51:36
80576,Supernova,17.59,5,19:20:46,-72:40:09
80577,GRB,20.52,61,21:27:24,+32:43:12
80578,Supernova,16.18,27,05:55:48,+74:53:09
80579,Ruido,18.11,1,08:55:34,-14:43:54
80580,GRB,20.27,57,08:54:25,+83:47:53
80581,Supernova,16.69,61,13:50:01,+62:04:57
80582,Ruido,21.84,86,19:44:27,+60:06:23
80583,Variable_Star,17.31,11,07:43:56,+68:04:50
80584,Supernova,12.44,63,04:24:05,+54:59:56
80585,Quasar,20.38,0,18:30:59,+24:19:43
80586,GRB,13.61,84,11:33:22,+18:52:05
80587,Variable_Star,19.53,18,09:03:13,-88:15:38
80588,GRB,12.58,63,01:53:27,-81:40:57
80589,GRB,15.09,29,18:24:27,+20:53:01
80590,Quasar,17.03,89,01:02:38,-45:25:42
80591,Variable_Star,16.47,96,02:33:00,+42:36:54
80592,GRB,18.64,57,03:42:52,-08:29:17
80593,Quasar,13.00,19,22:04:41,+57:09:44
80594,Variable_Star,16.08,17,03:53:37,-70:59:10
80595,GRB,19.32,79,00:55:27,+18:05:09
80596,Variable_Star,17.54,65,18:27:44,+84:23:49
80597,Ruido,14.10,99,09:40:23,+13:49:16
80598,GRB,21.45,27,08:04:00,-61:06:55
80599,Ruido,19.07,2,18:11:35,-14:58:02
80600,GRB,21.35,44,23:35:39,+86:00:19
80601,Supernova,17.76,15,15:46:05,+74:08:10
80602,Quasar,15.07,27,20:55:58,+68:41:10
80603,Variable_Star,13.17,13,12:17:04,+81:17:40
80604,Ruido,14.71,67,22:38:14,-77:17:01
80605,GRB,14.02,16,08:07:28,+19:58:23
80606,Variable_Star,20.47,8,18:18:12,+71:49:29
80607,Quasar,19.73,78,15:22:03,-35:18:41
80608,Variable_Star,15.80,99,13:32:11,+42:53:18
80609,Supernova,16.98,27,14:05:06,+32:50:25
80610,Quasar,19.38,24,08:42:01,-63:20:23
80611,Supernova,18.50,70,21:12:04,+67:46:37
80612,GRB,17.15,52,08:43:00,+23:19:06
80613,Ruido,12.03,95,04:53:41,-15:15:23
80614,Variable_Star,16.09,73,20:36:22,+06:30:35
80615,Ruido,15.84,36,05:26:52,+47:48:36
80616,Ruido,16.37,93,21:11:55,+59:21:48
80617,Variable_Star,19.76,7,21:12:28,+24:02:05
80618,GRB,17.86,60,14:12:58,+83:27:25
80619,Quasar,14.16,23,10:59:40,-23:52:51
80620,Supernova,19.12,21,02:13:59,-58:07:11
80621,Ruido,19.63,25,18:46:50,-27:22:02
80622,Supernova,15.47,49,18:11:42,+87:38:42
80623,Ruido,12.15,58,12:18:17,+38:25:31
80624,Ruido,18.10,65,21:16:24,-64:01:11
80625,Quasar,15.74,57,00:42:55,+00:27:06
80626,Supernova,16.52,75,21:06:46,-02:36:04
80627,Ruido,15.31,51,07:01:07,+81:55:23
80628,Supernova,12.80,42,13:03:47,-68:04:29
80629,GRB,17.83,97,03:47:24,+72:41:31
80630,Ruido,13.85,13,18:58:28,-42:16:29
80631,Supernova,14.24,43,18:35:30,-55:08:34
80632,Quasar,14.68,65,11:18:14,-09:27:01
80633,Quasar,15.68,72,09:02:54,+04:47:52
80634,Quasar,12.63,14,11:27:22,+75:14:57
80635,Variable_Star,16.34,10,00:25:22,+27:54:40
80636,Quasar,15.68,14,21:14:30,+23:37:33
80637,Variable_Star,13.46,35,09:08:24,+08:37:51
80638,Quasar,17.48,9,20:58:31,+85:58:57
80639,Supernova,18.35,87,00:31:14,-62:25:28
80640,Ruido,12.62,9,05:35:14,+11:59:22
80641,Quasar,17.49,0,20:27:33,+77:20:31
80642,Variable_Star,15.14,51,09:39:08,-39:40:40
80643,Variable_Star,20.34,10,23:30:09,-74:43:45
80644,Supernova,14.88,76,17:15:18,+38:06:46
80645,Supernova,12.35,11,19:29:25,-35:54:05
80646,Variable_Star,13.99,76,03:43:35,-50:43:05
80647,Supernova,20.09,82,03:08:06,+73:50:22
80648,Supernova,17.63,47,23:49:30,-71:37:00
80649,Variable_Star,21.33,92,14:23:06,-23:30:50
80650,Quasar,19.41,56,01:07:21,+68:17:30
80651,Quasar,13.93,35,08:24:55,+58:24:44
80652,Supernova,17.08,37,08:02:18,-45:39:41
80653,Supernova,12.38,20,04:00:56,+46:04:04
80654,GRB,21.50,36,15:56:33,+86:17:58
80655,Quasar,13.16,37,15:26:52,-88:46:55
80656,Supernova,12.33,58,00:23:37,-51:35:37
80657,GRB,15.57,70,05:28:38,+19:06:34
80658,GRB,12.89,88,03:59:59,+00:38:26
80659,Supernova,18.50,22,07:58:15,+69:58:38
80660,Variable_Star,13.97,25,03:21:36,+59:36:05
80661,Variable_Star,14.14,19,01:22:16,+77:30:16
80662,Quasar,12.16,91,08:23:33,+13:42:31
80663,Quasar,17.86,50,11:05:41,+41:13:03
80664,Supernova,12.57,67,10:32:52,+20:35:15
80665,Quasar,17.30,78,03:27:47,-78:48:11
80666,Ruido,15.85,89,03:12:28,+26:41:34
80667,Supernova,16.19,80,09:45:51,-77:10:23
80668,Quasar,19.85,99,05:40:30,+87:50:57
80669,Ruido,21.09,77,23:31:09,+63:40:22
80670,Supernova,15.20,6,21:39:28,+33:04:14
80671,Variable_Star,13.44,41,22:05:11,+73:18:52
80672,Variable_Star,15.01,71,09:04:37,-63:02:09
80673,Supernova,20.98,83,16:13:08,+43:07:48
80674,Supernova,20.09,88,10:20:01,+65:16:07
80675,GRB,13.76,43,22:35:44,+25:58:48
80676,Supernova,13.29,86,09:26:45,-48:07:59
80677,Supernova,20.62,10,04:05:54,-78:32:15
80678,GRB,16.10,53,05:28:42,+26:23:18
80679,Supernova,12.39,28,04:18:24,-79:42:50
80680,Quasar,21.46,97,19:19:49,+74:30:54
80681,Quasar,17.80,46,02:40:52,+22:53:20
80682,Supernova,17.34,74,15:55:46,+75:07:04
80683,Supernova,13.88,79,04:00:44,-64:49:03
80684,Quasar,19.36,57,21:34:09,-27:39:49
80685,Supernova,14.89,71,13:37:14,-36:15:09
80686,GRB,13.87,28,03:31:28,+79:41:29
80687,Ruido,20.44,30,17:49:02,-35:42:36
80688,Variable_Star,12.71,27,06:17:33,+87:51:11
80689,Supernova,13.60,45,09:14:38,+32:23:09
80690,GRB,15.32,85,15:00:41,+80:44:30
80691,Quasar,12.50,23,14:30:18,+65:47:35
80692,Variable_Star,19.77,46,14:00:37,-80:24:51
80693,Ruido,12.80,24,20:14:34,+36:52:35
80694,Supernova,20.17,33,21:48:22,-64:23:53
80695,Variable_Star,14.62,68,01:41:27,+01:17:27
80696,GRB,15.53,86,23:03:56,-50:54:10
80697,Quasar,18.05,4,09:00:51,+39:54:40
80698,GRB,12.62,6,23:30:19,+29:33:00
80699,GRB,12.66,31,13:11:39,-12:10:42
80700,Supernova,15.96,61,13:12:13,+18:35:13
80701,Variable_Star,15.10,13,03:24:11,-54:23:42
80702,Variable_Star,12.56,26,13:10:19,+62:44:31
80703,Variable_Star,13.85,69,05:33:05,+59:06:17
80704,GRB,19.17,88,06:11:11,-18:19:35
80705,Ruido,17.19,100,07:02:02,+13:35:13
80706,Quasar,16.38,97,10:56:09,-69:10:42
80707,Supernova,12.01,84,11:03:32,-22:19:43
80708,Variable_Star,19.25,5,03:19:34,-62:37:37
80709,Supernova,14.06,20,10:06:38,-19:32:35
80710,Variable_Star,18.64,76,06:52:45,-73:22:48
80711,Ruido,19.53,13,09:19:51,-13:29:10
80712,Quasar,18.46,82,14:51:01,+58:16:08
80713,Variable_Star,18.76,68,01:13:20,+56:29:12
80714,Variable_Star,17.85,59,09:13:20,+03:36:39
80715,Supernova,12.40,15,13:02:47,-23:39:38
80716,Supernova,16.79,93,12:56:36,-54:00:49
80717,Variable_Star,20.19,31,18:23:54,-28:46:07
80718,Ruido,15.02,74,08:40:46,-01:14:49
80719,Supernova,18.11,48,22:00:57,+66:32:54
80720,Variable_Star,19.41,91,07:17:43,+21:02:07
80721,Variable_Star,15.89,91,15:04:12,-20:25:52
80722,GRB,21.19,12,23:12:43,-05:09:44
80723,Variable_Star,12.21,27,08:29:00,-47:47:17
80724,Quasar,16.14,34,01:56:43,+87:35:48
80725,GRB,21.77,23,01:09:08,-56:08:21
80726,Quasar,18.20,51,15:03:31,+77:23:01
80727,Quasar,18.24,82,05:35:14,+16:40:10
80728,Supernova,18.54,75,03:50:43,-27:54:52
80729,Variable_Star,13.02,2,20:01:38,-25:40:41
80730,Quasar,18.14,8,22:33:42,+42:48:17
80731,Quasar,15.95,97,03:42:37,+70:50:27
